0153A7AB 00B52719
01F4492D 0010D0DD
01193DC3 02A04DD0
01E0249F 006E8F88
0049738B 0156DD35
015B05E3 003F45E4
00110AFF 00ADCC9F
014D0207 01F4CCAE
029EA548 0320AB54
001BF9E6 0232B5FE
002CE50E 002D465F
00045DD3 00917043
005DF371 01299D95
004BFB86 00A707D6
00EB32B3 00308363
00480BBC 00BC6967
00490A48 0295AA95
00363D7F 0139F117
025740EB 014BF2C9
01579C69 007BF88F
0002C768 02CAEBEC
00105B0D 03E02658
00D08F4A 006CF85C
00107AFD 014451CB
00088F84 01BBD736
00179AF1 00B4B5FB
00212C25 002DB248
0024D934 04580D5C
01F1A387 01EC3161
002D5B55 0194478A
0090D3A5 02B20B0A
00ED2EDB 00E97FBB
019F0105 00783D3F
00B70F69 003A3AC3
04A46786 0058F1CE
0351BD5F 006F2EEE
0164C78A 004CB0C4
00D64461 023292EF
004F8E95 02DBB13F
0016AE77 01E2E0BF
00642EB5 0354F4AA
002F3529 016EC9A2
011000D7 0106CD74
0043A753 0041EC5F
00A1DF84 00465595
00FA75C6 00FC3EE6
002B21A8 00833D2C
01AA02DE 019129F9
03870BC2 00A71D55
00BF44D5 008E03AB
01320425 017F2288
00B51EF5 007F3B3B
00710984 00FBA95F
02FD8D0A 00365907
0088E6D2 0070402D
00715943 01C673D2
0023992C 00264BE0
019363E6 001C3B4B
019EEAA9 008CD1E4
0052E6DE 00CDCB90
01A77951 00573BC9
003EFC76 002E8E66
00C99FFF 00100A0F
00ACDDF8 01F29340
0041E619 01968D75
00136DFC 00B57070
003E88BE 020436DB
004A88C0 00C73D13
039120BA 0033B7F3
00D1FAD5 006A1E1A
0096A3CF 022761AF
000F1671 000A29B3
0013B47C 0039085B
0077A5E8 02599739
0259DD08 001B2641
037E6AC9 011D34AF
00F8B277 013D6980
05D33EB7 005C0C10
00524B96 00E34A21
01A8B11B 00AD7EFB
00248D9A 00D6852A
00207A99 00988671
035CD06A 0021D907
011F71F8 00550B08
00099447 0351C15E
006BA436 022FDF93
002B6650 01B8E0BC
007FBA05 007832E6
0136FF70 01A51C81
012F5A06 0135C4FB
00F3D3A1 01259FB5
0016F8CB 01EBB606
00465E3B 02CC9186
02B3ABF3 01449AB0
00404832 03EFB9CD
00C83AC3 00E8072E
00137D19 0275E13D
0003AA84 0006B73F
0411F392 005DA1F7
0054463D 00442C0A
00AA90BA 008ECEF2
007B75ED 00C176E5
00554AAA 00B083B5
00170CFF 006E9A0D
0062096C 023BA4D2
00AAEDE7 019D9DD2
0020D87E 022BA279
00145278 00618A49
012C8E0F 001B1C5C
01AB5866 02B70F48
009C0659 024C2A94
02CBA607 00E8E84E
00037EB9 001D8040
005DEDF1 0082DA6B
000A38FF 005406FA
004B2939 01D18EEB
002130A8 01641339
008C48FA 002FB0AB
0027C794 002DCBA1
00332D2E 0109230D
0238D81A 02582B39
0065ACB7 00B1AF9F
01BFD98B 0251D469
001B4361 0086DF8E
04E28779 00D1E800
02CFF0A2 0100DDAC
00CC7DB2 02A600F8
021EC8AC 010594E1
002641E1 000CE8E1
0107BB09 001BC39F
015F8D21 0290EA3B
00327256 00603026
001E5FBB 008ED9BC
026C259B 03D82E6C
001418A1 00769036
00C8884D 0015B73F
00131478 0219E78E
00D58F24 00C98AE9
00790E54 006D9E2D
00EAFA79 007FBCC1
026CB7D7 00BDD183
00481322 0098F602
0044A77E 019CB789
006EB989 0058FECF
00117CF4 00EFB9B1
00A8EF26 005180F6
011DA974 00780DC9
00B06AAE 0092658C
00542362 0035CD71
04D19C99 007BA28C
01DDCD5C 008B06DC
0054B164 01F91196
007F8C8A 0098ACA2
012C0EAB 02936576
007A9955 00C06BD3
067628F6 000827AB
01F0E310 00B00E38
02703818 00008134
05019138 026F0CA0
00D1459A 0063B5BC
00AC3EF1 00FC93AC
000C3366 0525F63F
0332B401 0024D4DB
00B380A4 010D637D
006940DC 001605FA
015A8B52 00116629
00C92030 004F82B7
005B1C5E 01058C9F
000056E3 012B8696
00BC8758 00A54F7B
003793D3 010A953F
01124B37 02113AF6
012B628C 009CF647
00A3C706 000E4E3C
00034579 026ADD21
0B3B2604 0299D64A
00B51F15 014F589F
01C5F8EE 0096B1D1
007E6ABF 014293E0
001F3ECF 0224A9B4
0046F45A 005506F9
01D4C166 004F1CB9
014C64BD 0086BAB4
0088B5CA 00281108
045CAD28 00EE420B
005EF789 00565A30
0141348F 00F38888
03E83C97 0044776E
016FE8C2 0106F460
03DCCF3A 00373A55
00A6B576 021075B4
02B5E756 02143F13
02DC4082 00E24E43
0197291D 002A949D
0038128A 00525E20
007146C5 00015D60
041E806E 00B933F9
004FD414 0011D43F
00702607 00298D3C
0196E9C9 00E3352B
011194C8 014A0E4E
0055EC1E 019DB4E3
0057C5F3 00A3C980
001FCA53 01248CEA
020692D0 005F8B66
0026BFF0 00CD2769
027E3DC2 00252426
00B8D9DD 0013BC8F
00D6ACA6 002953EF
009ED864 03B961BC
0232DB31 007BBCBB
006D7884 0064F052
011D0BB9 023D8458
029D406E 002DF69A
020A7851 012705F9
00FD8915 00FDFDC8
003396B8 0082231E
016CF981 0067F1E5
009D8847 01B8BF9B
00A3B0F5 00C89160
01FC4460 004969AE
008A6F06 00D06BA2
00ADD4DF 024512B1
01D1FEA6 0023E00A
0023762A 00D76E60
00CF0874 001A9333
0018521E 01C11BB5
0323EDE4 02783F98
016282F6 007C202D
0044081D 0228CCB2
0177D519 017D237A
00EE5DF9 021D654E
0140C662 00237BEC
004F720B 0036B418
02168900 00027E79
010079E9 0056830C
007CD43B 02B1F95F
00178159 0122F2AF
017BFED4 00BEBE1A
006AA18C 005C467F
035CC340 0169A615
010AC73F 01E88F9E
00225C9E 002CAD65
001D83A4 021CFFED
008912E0 00745FB4
0015B87A 008D19B2
00439EAF 005CC474
02977A12 0017BF8C
00DB286E 0055F150
008755FE 00F31CD8
003B9B60 032880AC
00070B11 01020BF9
001C2D05 016154C5
0145E21F 00021568
0070B26A 003C1CA0
022C8817 0010B735
02596AC0 01ACD74E
003348B9 00A015FC
02354DC5 03A8AF99
015AEDC3 00A24BA3
02D8E689 001DE2E6
00EBF655 00CE4A2B
006DCCAC 001518BB
01F12BC1 014CC7CB
0083C440 007209A3
0047C7F4 00265E34
0004BAEA 0008C881
00083A3C 0011F1AE
0189347E 00143DE2
00364317 002BB939
02E8D112 01215D64
01FED7E7 0240F983
00646D62 0077975B
00B22354 008A7562
0072E6C1 001E9546
00D6B9B4 0026E56A
00185814 008102CB
00F34472 01218073
00177C75 003F8024
02DBAD18 01030316
01A5C94B 01541ECF
01420C82 001E0CF4
0050B03C 012F18C0
016BF62A 0086204C
02498B14 0064080D
0026A929 00830DB0
0054EC0B 002C5B7C
017ACF33 013F2A0F
002F5B10 00FBF9FD
003E4B14 00DCAA20
00564EF9 01407B8D
00BC4D04 0094F573
0024F07D 014925C4
00F145D4 00AD1A5C
02C0B5D5 03B6C1A4
002616A5 0048B73C
0001EB5B 00452EF2
016F2B86 00102D6D
0023B01D 0030A765
009FAC71 00063CC5
014F9534 00507F95
00C325E0 01B34A99
0014F1DB 00B17E4D
000D7404 01593ED3
0010DCFC 012C7FA8
007DE03A 011E07DF
01E7264F 00375487
00888593 00AC5872
000C9387 007419E5
0000A642 01594AC7
006B4729 01FED1D8
014C2DCE 01E1C7CC
000436F9 00DF53C7
0106D484 0008F6C0
00743064 003C4667
01114765 00A258F0
0052E5DC 007A2D79
00ACAF9A 00BF375E
0113FC42 01C26479
0329F4D7 002A381B
018C8879 00480384
01CF917E 026DF1BB
002607E6 0145DCB1
00CF5F16 0019336A
00CF69D0 001F6D14
003AD7D1 006375AB
007D8CDE 01646C11
018A6296 011298F8
010B133F 01054C86
00DDB645 0136E574
012CBBC6 007164C3
012F4DEA 002BC846
001F9010 01937E75
013EC8E4 0201FF04
010BAE1B 00282335
0104103F 014F45EE
001C0B7A 009771D6
0078DF6D 008BDA28
0089F858 004912B5
00803B2F 00486950
00F1FA7D 01869181
01265A6A 00479B81
031A13A7 01EC0E03
044AC42B 01C135A7
025E025C 0031279E
00345E34 006B59C1
0013F0F0 00E66684
0248F936 00C78F70
00DEE884 0138A6BD
00A0410B 01C56D9D
008CE4F8 010846B7
01D5D253 0142743A
01B6CF6D 0019ED85
01C37A6E 0031A7AA
023487B2 00CFBA37
00F8DC51 0118A2A8
0221F0E7 00514FEA
00C4DB92 0065B81A
00180ADC 0131A1E9
000FB75F 0142F628
001F94B7 006B8796
01B8FA76 02B47A4F
009F7E89 0125D929
004E0442 013A690A
00B0E7D7 02D4F257
027A3652 01D92FAE
000B63E4 0013A5AF
003EB5D0 00CF5464
003365BC 02D0865F
00F722D9 003980DB
001F9544 01A30456
01AA352C 0380E260
0001266B 008ABD31
0031E73F 028C618C
01608F46 02861307
019D1615 017D5D63
010B5839 006C07CD
00487DC4 017D53FD
00D793EC 004CCC88
00AEE4BC 00C1BD85
0484DFD1 01035794
03CB308F 00CED1D6
0026A0C8 021EF1C5
0023939A 018244E7
000656CF 003FC6BA
0073C986 00FBBBD5
00A06F45 01CBB1B3
0191BE83 0013EC6E
0044325D 013FCB48
006C3A6E 025159B7
00FA1E22 030097E6
00734E1E 00577A4B
0046E7BF 00BCB5B5
00C2CCC2 00342852
0104634D 006FB299
0034180C 0142F668
07175439 00F7E63B
00C0461B 0003E505
00EA18B7 02766728
00222789 0082ED23
0044FB6C 02AF6A8B
0092959E 001B918B
013E4F1D 010222F0
00590CB9 00B5439F
000DACF9 0032372B
01A25EBF 0089381C
014514C7 00A26CDB
0016A447 017873B1
00A606FF 0097FC32
00508069 008342D0
01F7B5D1 002F272B
006F5B01 015C1C99
015A12F3 0033EA02
00E89D35 00C8E024
009DDBC0 01271476
01C7C9DE 003A0309
01EA2EE4 00E9E168
00B38836 0149A3C7
00E6D845 00710146
00ABDD26 007E3F03
000F2E31 02FCF266
000B057F 0050A1E9
03AC6941 003A4499
002EC98D 009ACAD1
02011590 00D5FC29
00BD6487 0100CAC2
000BEC39 01A10F4F
00C62ABD 02F4D5DF
00C346B4 003CD8E2
01378861 000A7CD6
01A4FC33 00CE4549
0075E955 004F1146
000FD82F 0092FD38
00141A2F 01AF670A
0047E9F9 003618E4
004391DD 00C678DD
00759CAD 00D65622
017B8C14 0063D38A
00A13474 000B23A4
0028F4D1 000CD7E2
00AFB709 005F9EE3
01389BEA 00179951
013091A5 00A1D99E
0074FBA4 00468AF5
00B4FFA4 0026DFDE
005B9DE4 00D3754B
00189F7F 00CC7337
0191F4B3 000577F4
004B435B 00408A5F
00AEF40D 0034C808
00653874 0048B90A
0243A4E6 00747137
0001A250 035B708E
008004E6 0087C9DF
01E0D930 00F4554D
0005A9E4 00590882
0189CAF9 00CB329F
0039D7DD 00108378
002FF80C 004543E7
001474EB 01174E43
0124982C 002EE042
00427FA0 00AC5F1E
00652ABB 00F3964A
005C05DB 012026E5
005CABCB 01B5144A
015264A4 01580C67
018E513F 00F87470
01431D67 00304701
023C5457 01D94AAC
0263C3CD 00CDF4B1
01BB63BA 02285ADE
00B4DB3B 01541316
00CE3681 0088042C
0198BE00 005892D3
01254C73 04FE1E06
00675A41 00799F9D
00500B94 02B7DE16
0044D5C0 00AE0F94
02266C4B 002D403C
00959426 0018D7A4
00017870 0071D369
035E1950 01DD4DE0
0003C2F5 0177764D
005717FC 00D6BA0F
0277FE33 0025A430
00A68F18 011807BA
00C419F6 005DC380
0065E292 00030DA7
01018E06 0052FEC6
019D50A1 0032B6C2
0269FF69 001645C3
00C563DB 039775F5
003CBFED 001C98E2
019A0F0F 001B4C42
001D5D5B 007609E5
00482942 007FB56C
00CFE93E 0062742A
00DB7926 007C2AC3
00D7BA20 00AFC7E7
001813F8 0011F39C
0168D0BA 01FE77DB
01F1CEDD 0083502D
012EC4A1 000A63C2
01B9E8A7 00D8F2A9
00C0E01E 00AD1CEA
030F4923 002579A2
017D6E6F 011C9991
003482C8 0055FB2B
00EBDF39 0000A21B
005E7834 000D1EB1
006F05A6 0078276F
02FEF266 00D27EB5
01B8FA08 0154829C
00DD53C0 0004A2F0
00F04A1C 016FA005
01B6F62B 00DB27F0
015C2768 004B93B7
00254E03 0048E732
009D84D4 055B2408
004E7B99 0041C47C
0080DDAB 012BCC02
0142AD31 00FF1111
03CD62C4 00289B3D
018E9533 013E2D6B
005560C7 01C17772
00386D5C 001450EF
0055900E 003A2DED
00697CAD 0099B9A0
0039A76D 00CDD19F
00453862 012E27E6
013D58F7 00387BA0
01320BB9 0235986D
00217278 009B3A92
02ABA3E4 00B8DE2A
0204B8D1 000381C4
013E74DD 04368883
0067262F 0105485E
004DAAB1 0003FCC7
01D38170 00DE8109
00E52D67 00BCD4CF
00D6DBD5 0010E7A3
00006DFB 0068F6EC
007B08F2 0117E188
01FA9967 0003C9DD
01C65388 01264703
00AED07D 01AFFE51
0126B172 04EAA328
01E85584 029EBDCD
001E2800 0506FD51
000175AE 003022F2
006C2FF3 001C25E5
01C25410 007BB4E7
001DA132 00F1E9F4
0108A97C 00118C84
01B19BF2 0013B182
00AD9332 00E29AFE
005BF7CC 02626CD0
00093DC8 00C565F9
002258AF 01106A03
00D08DE2 0078DC95
008C032A 030D3038
017B75DE 01464CBE
00EBB839 004325CA
0054D1CB 00065FBD
0173C0C9 011DAC40
00AD45FB 0030513B
01209BAE 003AA84E
0074944A 0119250C
00F2067C 0020EA7C
017B2C25 001DF0D3
0017DF5F 02674FCE
001CE08F 03E0165A
00037C15 0001D30E
00696501 002E045C
028A448B 01B9D272
024C5E51 00C01C4A
03146C93 000CA05C
0044D4F8 007C501C
0012240F 001CEA4D
0022787B 004F39F7
00A8C4DE 015AC737
01C74D06 008C96AF
02784757 000BC259
009F67D6 00FD63D5
054D62B3 02FB673D
00C1AD29 013F1C61
0057B44C 005AA73C
00AF5A44 00C10D4E
00632F11 0172214E
01CE0D02 00E6ABFA
007774F4 004BBB68
02836937 015A127B
01B73E23 00D8B539
01D3D6F2 0289ECF1
03705A1E 007EC766
00EA872F 027AF76E
005F4FD1 00415729
025761F7 0110FE4B
03F64216 00244F16
009B9637 02A682C5
00C11623 0078445F
005997B6 0143DE1D
00CFCA5A 00AF222A
00ADD967 0033FD88
00289D82 012205F1
012421E4 00779BC0
00D4665F 01FD8B07
00BAD7F8 003AD181
00BFACE8 017C0CBA
014716E3 0281DD3A
0006A0BD 0029B9B6
009E6B35 0123634B
03523C61 00DE1580
006C1538 005856DD
00A6EB53 00389091
049F1B01 0071726C
003BD4E0 004A3C0F
006A235C 00A5FB03
00623823 005B4836
00A41422 00018E7F
006B725C 0087ACCA
02BDBB62 00262C69
001716F8 01B13E05
00D47046 008C5AC7
01A6BC61 01D97142
01731920 0072236F
00988690 00023F3C
0169CC0E 0132D74A
001FD014 0065491D
00C9739B 000656F4
000CFF4E 000B533E
02AC070A 01D7CE06
002180BF 013C69C1
01E7A3F7 0145FF59
00B64385 00E46118
01693C87 01132008
027F58FC 0230191C
00930ED7 001AE13D
0005524D 0106E5DD
0120B77A 007F8D28
009001AF 00185C2D
01EC3F93 00146B72
04171A3C 019370B5
00969BFB 0228F3B6
0229314B 0016CF1F
003A3192 000E77BA
00296A12 0068563D
0792B0AC 00379526
01C7E3EE 00566B02
0024BD2A 003CB9F6
000FF74F 0192422D
0001B316 00467105
02768A23 007800D2
0244ACE4 00917AF4
003A05EE 000A3347
005F27D4 0037B39D
00C88EF7 022AC165
000D45C4 0104367E
015BB48A 01D9C4D9
006D1EF0 00572852
013F4B9E 0163CF08
006E8299 02533AFB
00C31EED 009DC0DB
00D6ADED 00752EC8
0101060E 03463667
0049BA6A 0385D9AE
00B2B91E 009851C7
00C78442 002E0351
0215CC82 00425585
001204EB 00351685
00086F95 01BDBDB2
0046B5CF 0023F818
0057B9AF 017DF4BF
024C1B9F 01F5FD39
00DE4624 003ED809
02749C68 01482E52
015F7A02 00697B05
013C0B66 00495C01
00474025 01135D3D
0002B9B4 0026D3C5
01511AD8 00F5D540
0085D964 007D3BF8
02E30A6C 006F0F70
00523845 01B7767D
008C9949 0095717A
00F9ACEF 00676B62
01365D74 007EEFB6
0148F4C6 0081EC13
00A9FACE 000ACAB6
0023F301 003C5354
0096FFD3 02221885
0005B952 00CD9A49
009E7582 0017108B
0008AF09 030074F3
011A238B 02D6BA63
0048505E 0010ADA7
01C29549 00F392D7
004B39FE 025D1EB9
003AF98B 006024B8
0207838B 00054EAB
0010EFA8 006EBC26
021DFB1A 008F578D
01060E6A 013156BF
0036B978 01A8617A
0128D11C 000EE6D6
00B84657 01FA966D
0124BE0A 01B635EC
0011969C 00939057
01E66CBC 0113A5BE
00FA6B08 0059A359
00440F67 01A047C0
00001A98 02758C6B
001D27E4 009931EF
0012B6C3 0004EF02
00524A83 036F6D85
0122CAD8 007EC94A
00A7603B 001E105D
014B40BB 00366DD9
01CE1A89 01243883
006B0105 001B4581
0301BD55 00DACEC9
0031F5BB 0071327C
00DEB280 009A6A7E
000EAB18 0229608A
008C8124 0089ADB8
003AC820 0295CD80
02A817FD 02D76E60
01D5A432 01B00654
026188A2 00279FF0
0285EADB 016F34D9
02459816 0016E1CF
008CB542 0095C3C0
0033A5B7 010463A7
02A4A7F5 013763B7
004D792C 021A3BD4
00D3FFDA 00348487
00148E36 0097CA4A
01071151 002443A3
0242F725 00F1A7D8
005E49C3 00087291
01F77A4A 011BAD9F
007830D7 00CFD84D
00544CA1 00715DC0
0046A391 027F7C83
0198B6E2 003A7247
01969BA6 0094B2D1
016D8D64 003B5BC4
00990942 0022EE70
01607126 00ADEBC2
0075F47D 005706DD
00A18A7D 013C6CE1
013FC92A 019137FD
0029DA97 00103E83
034E990E 002D03B8
00E2C264 00325259
003331C2 0078BAF6
01FA8694 00144A33
02187C6E 0000CF85
008B2EC7 013A09CF
004AA8CE 0070A8CE
01E2E73F 00CA822E
00D32728 01BCF1C4
008D2A3D 00677B67
000776B7 004B1F91
0067E2A4 00CDA781
00253015 00A4F1DE
0320A1A3 0012E1B5
006874BA 013DF433
000E2A23 003DB1F1
0053F49C 003CB336
00B29340 00F9DAD2
00415C00 00EB8B98
00345046 00E593CF
00A4D84E 005E8503
0048F21B 028BE13C
011E7877 006C736F
00008E05 00DECC04
0046387B 01791C5E
009EC94E 0155433F
00929970 007C1B85
0026F164 006EF969
0073B539 01321889
0188AB25 02F29055
00591424 0004BA76
01FB47DC 0090E0C0
0039210D 001B985D
013DB932 000FFA3A
0097233E 000FFCB2
05206B08 01748AC0
01F15444 00BB7B7D
012C99A9 012B2CBD
011E25EC 01EAC91A
0015989B 005837B5
006A3B41 0052BA34
01138860 000EAAC2
000B1A5B 015888AD
00A42245 006CA67E
012939B7 003A6108
010031DD 0053450F
0255BA8E 00214970
00A9BF1D 00D1125B
037A2736 000BD1FF
00D1105F 0082090F
00489BBB 00EC6FDE
020C5C67 00320361
011B61FD 0077029D
004EDC41 00D87424
0255CA0F 00A70CD9
00853ED4 0012E7D4
001CACC1 00EE5CD7
048AA0F8 01D1D4FD
0194B338 00F1A72E
01023A93 007DC263
0082FA3A 0215A429
00365CA7 00F43DC6
002D3527 00FFAB6A
00168078 001726D5
004B2419 030D6F41
0105F426 00DC4315
02067FBB 01FD801C
0142CDDD 0346FAAF
054C4BE8 002FEBFD
00BCB4E3 00979925
00211C23 00CA5DF7
0032B9C2 0091871F
00E87689 00F22ED5
007AACB8 0176E10D
00923EBD 00E04544
00B43099 00184432
00461DB4 008A929C
001130A9 017923AE
00E4847A 0097CBBD
00DAC9BF 0004D3ED
0038E52E 001D9A76
00659D56 000663B4
0028A74A 00CE83C6
01D866A1 016DB136
02D6C684 00DB55B9
01B6CC09 04BED7E8
0001DEE9 0020DA11
0091C901 00ADE31C
0024C687 00474DE4
002E0D97 0008C8DE
00D4C341 0094B1F9
00842BC4 00A92BE3
0009CB5D 0165997E
01966C2C 01129294
02F6A1FA 02BDCF74
027C63D1 01522A04
021D5E61 00A27064
00432F0E 004E87AC
00BDD585 00A4A585
004A1778 00D4B379
0026B040 0152FCE3
0029ADDC 01876852
000CC059 00CE470B
0769CC1A 01A40D07
00FABB01 00967D85
017A775C 00C247CD
0178D0B9 01092811
0306A778 04B002E3
00B38D9E 0211BC4C
006F594E 00C49A2F
02B74DEB 00AD9D42
0003BDE4 0172B66A
007AA6F2 00411B89
011CC7E9 00EF4210
005CF0C8 01CAB91E
002EB68C 00724418
00058671 01031FDB
012C34CE 004CA3FC
0102AF25 004224F8
00032390 001D5E6C
01127309 0026FC28
00D861A3 0179695E
00B7A685 005C00CC
00844329 0015A65A
00B1B49D 00451B81
037D6537 010E7D48
00123729 01536775
001F20ED 001100E4
01CB8D3B 00A083C8
001A1821 009A371E
00B6938C 011B3466
00E4657C 0031D852
00EA5574 00358014
00A14FC4 038D5082
00DA0D9B 005478DA
01A068A9 00604AC5
004826AC 006A0217
001C7020 006738F0
00D379E8 00447FD3
00FA235B 012194E5
011988F1 001BC0E5
005FF437 00898A8C
00064274 004DFF38
0180336D 016EF69A
001F5E4C 0000F3FD
02F838CC 00CCB80C
00B7317C 00BD68F6
00CE3D45 028CB48A
00304340 00B88D97
005636DD 038E0753
0066283E 001B670E
0028F376 00207D92
003E413C 006D27D6
003651DB 00394BA5
00CDA555 004D9DF0
004CF6C5 02CB1942
006B722A 021F1216
036E1423 001129F6
029E16D3 01004521
01810BD1 01CBA2FB
01B556BF 00D2EF8A
004C7A40 00710D77
00C71C86 001345CF
005BF120 003C57CD
0020915F 02A970E3
019984FD 0513CF3B
012CC415 00D53B21
00BD326F 02994984
00054B35 0015FCD7
008AA070 018AB3A1
00FE9615 003B37D0
00018DDE 0128DD9E
005F2983 02554C99
00DD8B57 00BF903A
026175D3 02395026
014795A5 0020DDCC
010CD5E1 00219506
014C7388 01434513
006DDD17 00A7CCA8
01879467 004D780C
00A924BA 0043D95B
0187512C 00601B64
0332E7EF 01ECBA4A
00D6B8AC 0010243E
02FF70EF 001D9A21
01A68B34 01A55FD5
009A68D2 001F1E7B
008FD690 0120AD8E
00945433 004A8504
00610A6D 002EE3E3
009A18CB 002C2111
0044B9E9 00E7F2E9
01C7A15C 002F2433
0000C038 01B390E9
019362CE 01F05E13
0053DFA8 01570995
012439C0 010C857A
00AC836C 00B1A0AD
00F0DC67 007533FA
0029E00E 005C901C
00FBDE93 0010BA24
00F507E7 001CBB44
008711C5 00707F1F
01745195 0033506F
005E096E 008C48AA
01A78173 01521E1F
0048D504 00F39E03
000F6BE6 0039C6C8
00BADF03 00167DB3
00BBA463 0034433B
000AB112 0027B844
001ABF13 00243A90
0019F9A9 01B6737B
0234D4FF 004A6C4F
0053B047 00A6BC17
014F206D 000391DB
00EE719B 013A10C8
0171326D 00D48944
00FE4D7D 01D260F2
00AE7FDA 0054A392
0096B9F0 00CC0508
0457F75B 00B97C58
016F7F4F 00F9C2D2
00383C8D 028955B7
00324C7C 00DC0B0A
00D318FE 00AAA34F
013EB251 00626104
00330C2F 00FF5280
005BE7F7 01680347
005AB58E 011EF26E
011BA7A4 003439FB
01364046 00611ED8
0111CF87 02581287
01B6553C 0308C5EA
00115ED2 002B2452
00E38E1B 02CB15AB
02507027 003030E3
00452E3D 00999708
016760F6 007EB3A2
0065BC4A 00BD62BE
013E9A61 02778A49
006789F3 00E8C217
00417231 005965F2
03827B00 00343EBF
00D1D8B7 00AE28F8
00BB1C27 01044B0B
00E1FC58 024F97F0
005B2E00 0191A87A
03DA9418 0086DDD9
006B429A 01F0770F
005C51A3 00C53594
0006B91F 03D1B9B1
00C9FF80 02783D6B
000C4F03 01BD7CCB
016CC20D 03C9A32C
0098B7B8 00E1F4AB
00F18337 013F00B4
00C63F43 00389D84
0006B2C3 0011A18B
002E869C 006078B0
0058FB47 005C5F12
00237C50 01D20A2C
0388C9ED 008AF5EE
011BE20F 00F93FCC
013670C9 005211A9
01EDE4F0 0194770A
00DC6B66 00D44F35
00445FCB 0086BAAA
00FEE523 00BA7077
01E6470D 00C4FCF6
00D1D699 00186D04
013FC204 00A5810B
019AC7E9 02D8CF72
00241F9F 028F43AE
02BB8427 010F59E2
00ED1468 0112B9EE
00CC1988 014513E8
003302AE 044A9B43
003DB729 00CF029B
00BB09FB 000E55EA
00FBB9C8 008E6B75
00973D21 00698178
009AA19D 00A71E6D
010E1013 00CA921D
003E6A30 000173DE
0037DAFE 017260F3
00358488 00581D61
0015F6EE 0017F235
02AD8356 020DA3A2
00AF7C01 01DE2498
005DDFF7 020CE866
0044E2D7 00188E67
00027090 0034D5EC
000341BC 001FE78F
00A0681B 000C9A43
00EC1076 0156E38E
00D18A10 00D52D11
00F33EA1 000FDEF8
00F88366 00117A45
00ABAC17 0089D4CF
014804B8 0013CCBA
00F01735 01A5CCE5
001F89D9 00088E90
0261F917 008A6FE2
01C6F059 02DFD12A
005E2880 00296EE2
000BA980 03E14DB7
0009CBD6 00C33E6D
0045A449 01223F38
04532232 02CEDB74
004BCC05 016CBCB3
0019CB17 0029DE9F
0083F050 00588703
029B84D1 008E816A
00EB00D4 0028585E
01773E18 00393C23
00F5962C 03375F2D
0160FD46 024D580C
0312101D 0086AF27
004A3D29 0050056A
00A7FBE5 006E4BC9
019409A1 00E5195F
007961B1 0129D261
00613987 0174B64F
01D75488 013ADCE9
0108D50F 00238139
00ACD06C 0002733C
008A728A 02D33F9B
0006F824 006577B8
00E8A25D 005A4B66
0016736F 00D88BE7
00ECE10A 00D54BAB
0146F62E 018C0E6E
01BBF3A5 02AB40B5
0094C6BE 001AE9E7
007438BD 01839B9E
035AE84B 00822F2F
00997E06 00B26AF4
009EC311 01FEB59B
0065713E 0077DDE8
0037F54E 008F63BF
00721CFE 013276D6
00314E39 0081E7B0
01771E6C 0051B604
0181FCA2 0016E873
0074D8F1 0030B09A
00FDF7F8 004D25D4
00440E8E 015485F2
01256C08 01EF518A
003CE0B0 01B50333
0043F7AA 00A537CE
02E0C5E7 00A40990
0102985E 001A94D0
0026728A 0126323F
00170998 019EAFF3
00C40D24 002A87C9
04DF7504 0039CA42
01BF7E45 0142BB17
00D1D1D6 00C8BA7D
00FF1F5C 004347B9
012C9105 01FC9DBF
0237DE3B 01D08B88
00E0F1C0 00BD51C8
01B3B5DA 0045D0BB
00641148 01D0E0E4
00BD4092 0001A041
00335229 008569F9
021A6003 0191B6C8
000E80E2 028183E1
00EF46B4 00AE8953
0018AB6D 00C0CCE7
00011C34 00F03F77
0033EA87 002CB18B
003D6C96 037CE670
0064BFCE 0026F99B
0038605C 0099B80A
01DC82FB 00837097
0151F3C0 01FA8226
00E98889 01684FBE
00091EA8 009E75FB
01C9DDD5 013171C9
00DEE0B7 00B94337
000E52E3 0121BA5F
0075F5AB 02239654
0073CE3A 0037B65C
005EBF81 00C5ECBC
0066CB8C 01554FA8
008A10DE 0063004D
0037A128 00214B0E
00564ED9 00BECA92
00DE029F 006EBD89
003FB517 01039BB0
020C5E71 02BDE629
00885C9E 001A2035
0059B351 0037A1DC
0053BA82 00FA9653
00E16698 0029F8FF
00737ED1 029748A2
0041755E 02D4AFA3
000A1C74 010FE8E3
000EEE1B 019398D5
04BC4100 00814256
00CB3A57 022C4E99
00B532A9 00059F49
0103369E 007CA985
0067AB52 004DA090
02A9ECB1 027807CB
047F62AB 02BB4E61
0679893B 01BBF7E0
00067B4B 01C2047D
0126C18D 01A22D54
026795FB 00012A83
049514D0 008FF141
00BD5AAF 00C31AB2
002735F1 008AA412
00F0F1BA 06CF89BC
029D9541 00F539FE
01785DAA 004F6313
025577CB 006D5AA7
01870FB8 00223FCB
015E7DAC 0164F1E4
00DEB558 005C7C8A
022104F9 0000CEDA
004C1B66 02378098
0090EBAD 00AEC482
00512CDA 01D7F84F
00FB2EEE 01E0A468
00B4CDC8 00A41413
0023DB6B 001AD3CE
