01B4 1014
013E 067F
08A4 0A45
35F5 3E47
039E 0434
0EF7 1894
06A6 0C4C
15C0 2AE4
0236 273D
16BF 2582
003B 143F
0463 01F0
0078 0064
07F3 0F84
01E7 0078
0544 0B2D
39CD 1A72
22C6 15C2
007D 0423
2883 032E
0B9F 0CB8
08AF 02A5
1BE9 1745
0C6A 1056
16B3 1BA1
0463 0364
0D4B 044B
142A 0951
0444 16F8
1281 05D0
1B3A 1B7A
0865 136B
10D3 14C3
0393 0143
04E7 01FB
30A7 05FE
1AEF 0018
16BE 0A6B
05A9 021A
0F19 008B
0357 0C7A
0196 1139
0FA1 0C16
17EB 03FA
02EF 013D
072E 0570
085E 1273
1090 02D9
0B0B 3AFA
09FD 021D
077E 0970
2643 010E
104B 09CD
08C9 08FF
1D96 0B7F
1682 00AF
0E85 06EC
41C6 1A9B
034C 075A
168B 0BAD
005F 0009
2F1D 0E82
0475 026A
14DE 10B3
0822 027A
08AF 0319
0391 23B9
0454 2442
160B 00BB
0AE0 0578
1CAA 0A8E
03B8 0D65
1529 00C7
0909 0F14
1D9C 1BA7
3ABF 0CBA
294A 0805
1962 0DDF
03D6 2D72
05F9 000B
0922 097D
1AC3 0AD5
0AF4 1876
1608 02FE
0A3A 147B
0AE8 18F2
10CC 1B06
031E 002E
00E4 1543
02B9 0B52
0201 3696
00D8 05E4
1AE5 01AE
0573 0F8C
04CA 22B2
003E 0F00
0B13 0494
02B8 24E5
0E4E 0736
0359 35AC
3167 31A6
047B 08A7
2232 1651
099D 1011
0988 03C7
37EB 0E24
0B58 1AE2
0100 166D
108D 2365
0CED 03CC
0DE0 0372
01EC 07A6
0C59 085E
0521 0790
08FD 0346
144D 22BD
019A 0B3E
014E 01E8
0D2B 00C0
110E 2161
08E4 0DF2
023E 013D
0EE6 13A9
0C68 009C
11DB 0891
0A2A 1420
1036 1959
0062 36A4
0E17 1622
101B 04A3
2264 30B8
0F56 07E2
02EB 00D9
0178 04F9
046A 0232
0195 164A
098E 0F4B
0572 019E
072B 067D
04D1 0211
126E 00D1
14DA 0696
05D4 0043
0DEC 1403
0C6A 1F25
0651 0F01
041C 0958
1FC9 1C35
3524 124F
06CE 0C40
015E 0D83
0083 0248
01A5 0DB3
00A4 0EAD
0ED4 05B1
36EE 0C8F
0422 06C5
0274 1CBD
311C 2F33
02F1 0844
077A 06C1
01F8 02ED
081E 05CE
0366 0E18
636B 09E3
0CF9 281A
0039 1DE6
0375 209F
2095 0EB1
16BC 0E08
3E2F 1BDB
1C12 0586
2E5F 0407
009D 25B0
171C 0153
017C 09CE
0051 16E8
16A0 3E10
1EBE 48A6
0EE5 3312
5005 2E0E
0B10 01B9
0090 125D
182D 0CA9
008A 3837
041E 0C1E
1CF4 0091
000A 0325
051B 088E
1336 0B82
1B8E 134C
039E 182A
02EA 0679
1A88 0331
0855 182D
16B2 13AE
087E 03C3
08C1 04CA
1048 011B
1035 097C
1521 1DB9
4354 159A
032B 086F
0403 1357
030E 405D
157D 19E4
0F3B 0DC6
06D7 069C
3BB6 05FA
08C1 026A
1A01 180A
0D91 0F2B
081E 6476
08DC 0C8D
0254 0C90
0681 0285
0D22 09B1
0C51 1B4B
2278 17C3
18DD 277F
045C 335D
0457 1121
0288 0623
01B4 153B
0D7F 0C77
1FA8 1967
01F6 0431
0EA8 2E8E
070E 06B3
0007 0717
1394 0457
27AF 1EA6
02F3 081D
02A0 1EB3
0DE6 04F3
0935 079B
134E 009F
0281 0287
28C5 0E11
04F2 265B
0D8C 026F
1904 077A
010C 004F
07CB 05A2
0776 03A8
1594 5211
0E29 417F
0D6E 29B9
0C06 0AAF
0214 1A89
0364 0385
1A81 12B9
0071 05EC
1400 0893
37C2 1916
06BD 0EA8
10E7 057E
0B6C 3646
0539 1517
05D0 1B96
01B5 04E7
58DD 1F43
0FCE 191B
0B15 1A10
183A 00F2
4546 0438
0810 039D
16DB 09E5
0409 11B0
19F2 24E6
057C 285C
046F 2D42
1958 0ECE
117D 02F7
17DC 18DA
148E 0E09
21B3 0B78
07F5 471F
04BA 000C
15A7 2A2A
103F 0A42
00EA 104A
154E 0628
0882 3D97
054B 29DB
30E5 0F13
0D46 1243
030E 06CF
000F 0693
0255 0F57
13A8 26DD
0AA5 0759
12FD 09A9
0DF3 00E7
18FC 1150
0E61 1B04
0F0D 027B
12C5 32F3
1D1B 126E
0535 16BE
0B53 0817
0DF7 1D1D
150B 01C4
32EA 029F
0E01 091D
0C23 080C
1B47 0043
04F1 0DF0
09D2 02FF
03D4 06F9
0C88 3BBE
07D2 13B5
0242 19CA
09AD 0EE6
0074 2960
274D 0BBE
1169 31F6
03E6 2E34
0548 17F4
0083 070B
0159 0918
37F9 1533
134C 1C9C
16BD 26D1
0B71 1A1A
0D67 06D3
02D8 004F
02D1 13D4
0205 0873
095B 085E
0456 0A51
01A3 01FB
1A2F 0B47
0E72 56C0
090D 0840
0075 0FCE
0DDD 0B49
12DE 0E12
2067 14E7
182F 1C39
255E 0592
02C5 0A6F
12CB 0456
027F 0D6D
0246 0F88
052A 05C6
0B8C 1310
1063 24E3
0F53 549E
0265 1628
0D8B 0AE5
03AA 0D66
0B17 061C
2DF0 0516
0DA6 0BF9
0C01 0CF2
0AE8 1BB1
25ED 0418
110C 14EA
1B57 0450
13F6 01CD
1481 2806
161C 05E0
2CFD 032D
09CA 08C0
0FA4 07B0
03C8 10A1
0401 0ECC
0595 06B3
0931 11C0
246F 0B3F
2030 2B4A
2246 0559
180A 008E
0E2A 2474
103E 243A
095D 16CB
0B15 034E
0A21 2BB4
0490 04E3
07FA 08B2
13DD 0066
0703 0335
076D 0084
0D67 10A1
04FC 05A7
2B50 0F96
1851 0BEF
17F1 07E7
06FB 0C23
06F4 0386
0106 14C6
2CE9 38A5
09E4 0114
02C8 052C
05ED 006A
1D5F 0A79
391A 1982
1E03 033C
1B15 07AE
02DC 02EE
0BCD 2AAE
1472 2ECE
0530 13B5
00E2 01D7
2754 0DA6
00C9 065A
07B8 0709
1B2A 098C
0278 0066
0798 035D
0C08 0250
060A 087E
24E6 20E1
055A 00C8
046C 122E
13FC 1DBB
1335 0E7C
1B4A 1C51
150F 0842
0F02 02F0
1B72 0310
0340 0F0A
0919 05B0
01A3 1B26
02A9 06BF
0A0A 014D
0E1A 0155
18B8 15DE
03E3 129C
0E21 209C
1C3C 3B67
06AE 0715
011A 022F
03AC 00A6
0E6C 0525
0EF8 08B5
03A9 23F5
130F 0AE5
1045 30B6
05D1 1700
21B3 09A4
0285 15A2
032A 0748
1194 03EE
0409 118B
0747 1762
1E40 0744
0234 2C54
38A4 0D8F
178C 2B57
0801 0938
029F 3BC2
1160 034E
02E7 1A39
0401 0870
0710 1C2D
0A5E 0DAF
0258 03CF
1257 0E0B
0ED6 0DDD
34E3 05D0
00F9 1038
04AC 090C
00BD 4847
0F20 10E3
04C7 35FE
103F 120D
144D 17FE
14EA 073E
10D7 118C
28B7 00DD
1333 15C8
0F14 031B
1611 08AC
158F 36D5
064D 0017
0D2F 0356
02A5 0333
2C38 04D4
0D57 0676
17B9 019C
0DE6 031D
0275 0264
066C 0760
07A5 09AF
507A 089F
0C34 314F
39E8 07C6
2579 0370
0DCC 3115
00AB 008A
0F43 52E1
2CAC 1EB8
09F3 0437
0303 1DAF
26E3 0038
08E4 0715
087B 291C
0352 0076
11B3 0594
3687 02C0
0798 1B5F
231C 009D
08AB 0953
0A6E 0A01
19C1 34C3
010B 3A73
0484 050C
0117 1C88
2776 3957
0B28 03F0
17D7 00A6
5163 0452
15D7 020F
1356 08CF
1285 09B4
01BD 2E68
11E1 1A47
0D82 0609
002E 1556
2911 0094
06F5 00C7
0D49 026E
0179 0025
155F 26FB
1522 25E2
014C 048C
1421 1F9D
065C 044C
06A3 0124
25DF 0509
03AB 0BFA
0142 004B
1D0D 3299
072D 0376
0194 1B86
3551 01B8
01FC 19FC
0071 0CCB
11E5 0F7E
0A28 00F8
2524 13A2
0491 01A9
0373 06BD
0EEF 02EC
0CAE 0B34
00E6 0B0A
06C8 023C
2279 1708
2409 0DE9
29F9 0B8D
02F8 11B0
0278 2478
0096 04A9
05CD 0052
0025 0E4A
14C0 064D
6F8C 0CE0
661E 1A5E
03D9 0235
128D 0D4E
5DFA 0EE1
14F4 1305
136C 0D35
3ACE 09D1
1BAF 0371
0232 0094
0282 099C
088B 1020
1AAA 0CFB
14C1 0CE0
222C 1D42
045C 04A4
13BF 1A10
008A 3B88
203A 21B0
1106 2E0F
0349 287C
03EB 0324
0994 1743
0FB3 017D
28A7 0653
2159 0F71
0447 0086
2534 0A4F
2622 080A
02EC 09E6
05DE 21A8
096C 0E16
07FA 2705
061F 2146
1448 01DC
0178 0B4A
1EC4 101E
1060 07A7
1796 11EC
0702 0296
246B 0173
13E3 005E
16E0 05FF
4238 16C1
05F6 1221
11F0 1150
0473 0744
04A3 0632
16B8 188C
00D9 03AF
05E9 0E7F
2281 0B31
0397 0BD2
1699 0580
18C3 03BF
1522 0CCA
1635 26B7
124B 0EDD
0E1C 176B
0127 0345
07A3 031D
12F1 1520
4F3B 0395
042F 006D
329B 023A
0883 019A
08FD 06AD
0DA0 1950
188B 13CA
08BB 0B92
08F8 074A
168C 0354
06B6 0723
097D 0D60
136E 08F9
04F4 1967
0B27 1D2C
534E 28F2
0039 03BF
1305 0934
0578 1733
081E 0108
049D 0BB4
1B5E 0350
1EF8 2384
00B4 0814
0692 1B12
2249 1EFC
0E5B 074D
0F93 00B5
001C 035F
38A3 06B2
0E0A 01AE
1203 0BA3
0728 02A0
09E2 001E
0272 10AB
0A38 0C1D
2230 2A78
1C17 0782
04CE 06C3
021A 1267
0241 04F6
1D4B 0247
06BB 1025
13AB 3609
03E7 0677
3D82 025A
16FD 116A
0C15 195B
079E 015F
08CD 0972
043F 04C4
0B92 0B52
1E85 0320
0138 13DB
07CB 1BBC
020D 0045
0195 15B1
0868 015D
039B 078B
11BE 1FC8
0386 0C06
0AC1 2B0B
1CE2 00E2
0074 1EE1
1417 21AE
029F 205F
0413 05A8
074F 142A
0D77 14F1
28D6 13A5
05D5 10EA
1683 2199
2E3D 2DAA
2803 04EC
052C 0410
1458 13ED
01D0 02D8
146D 27EB
0681 1A7D
0936 1018
1A79 0030
088D 0C9E
052A 033C
0754 05AA
11DF 0438
183E 0C58
060A 126C
2DA4 0BC2
0BD5 025B
0538 1325
07CC 02B9
0CDA 2D98
126C 05F8
01EE 0684
0569 3C3F
073F 040B
0235 2913
0091 0233
23FD 02D4
23C9 0406
046B 0096
0160 00C0
3C85 636C
12C9 04E2
1A31 0900
0187 02CB
0157 0DCD
32DE 0EF5
10D9 0F96
0DE1 0E3B
02A9 030F
1041 0284
199A 09F5
05BE 0695
16A2 53BC
034F 0021
1AC9 1742
02D8 121B
011A 0BF0
0568 014F
0397 24C5
139D 10E7
1979 09B7
02AA 1ABB
033C 1754
1232 1540
041A 0234
06DC 00E7
0B86 039A
0725 02D1
0AA7 056C
0694 0C7B
0EC7 2CE6
0CF8 0608
337B 018A
00B8 0337
0736 3630
1831 0068
03F9 2723
2641 0588
099F 0922
0BCF 0389
0521 02A3
1D4A 103A
043F 1909
0137 10D4
0EF6 11A8
1013 0337
0317 0AA8
12FC 0014
000A 02A7
1478 1B78
00BB 029E
176A 1DE6
2D17 0DF2
0474 0604
5735 1E7D
03C7 0F23
00BD 026F
58EE 06E8
0DD3 1144
04FB 2B09
16FB 08CA
0044 0BDE
016E 4D89
07B3 19B3
0B1E 216B
018F 0B6E
0089 01CB
0240 014F
0722 0B2F
082E 203E
0436 0235
27D2 08A7
0088 036E
2135 02AC
11A2 1043
2C4A 0F10
07BA 1320
216C 06A5
1986 0020
0D9E 15B4
1E1E 0822
0005 1C24
1879 01C4
03E8 4137
20AB 0ED9
0998 02B2
2E9B 1674
0DB8 480B
0041 003A
0C3F 1660
084A 084A
41CB 0928
013C 2C79
0AFC 0890
1198 053B
1E14 1118
041D 14EE
3337 0082
0609 02EF
0B21 049A
104D 043A
1B75 008D
14B3 00AE
0A5E 0620
0A96 17DF
0B7D 24E6
023F 0A4E
213C 39CD
370F 013D
25E7 1EE0
1676 00D0
1544 16BE
0C9C 04AF
04A1 020B
0FBA 00C4
0AD2 0BE3
06D2 14B5
020D 0484
09A4 02C2
0420 2FD9
045D 0AE5
1794 2234
29E7 22E8
0D6F 118C
1D67 0177
1155 0601
03E8 00BC
188D 0A04
0CD8 2A40
24F9 1701
0B55 0EC0
0091 026A
1BD4 06BB
0445 1DB6
02E4 2AA7
4729 028A
0178 0652
15E0 208D
1682 06BF
0B2E 0182
1809 14AA
04AB 0334
164A 03B9
277A 2154
0652 0285
0588 1DE1
077D 0BAF
05BD 1465
1538 0DF4
1E54 0DAA
1A55 0BCB
1CE6 0EB5
3840 06DD
06BF 4D82
01BD 1B86
051C 084B
0988 2421
15F9 1A7A
4687 19B5
0286 0492
2F21 0C9D
155B 0DE8
0508 12F5
3150 005A
0BC3 0CBE
03C8 097A
0CB1 26F4
06DF 0BD6
0035 06FE
036A 069B
2702 1CB4
1BD1 0538
04EC 104F
0D62 042D
02FD 63E1
0D86 0689
1297 0EC8
0C66 034D
159A 11AD
0CF7 25ED
09B2 00C0
0028 03AC
0629 13D8
05CB 0DDD
041B 22DF
1D00 1DB2
049F 16A6
1596 0AC9
0F44 1007
0348 0960
078C 0723
0073 0420
0323 0133
0D00 0C69
04DF 0CD9
082F 107D
0D1B 06EA
039B 0077
034A 090E
070A 16C2
0FE7 054E
1EC1 18FC
099E 0CFB
0516 09EB
0984 0FDB
0F3C 00C5
1552 147B
067B 143E
19D8 04BE
0872 02E0
07F4 0E6A
1FE8 32AE
2A75 11B0
0FA6 071A
12A1 1243
12AA 099B
0069 09BC
045C 0F2F
0196 040A
1A68 0D51
108B 0280
17DD 0C53
0578 02D7
1374 0A52
00A5 12C8
076C 0046
07A9 10B0
08A1 2058
5062 0742
0C81 2303
1C51 1A33
083C 0074
2AD5 3E0B
034E 0216
044B 01C5
1035 061C
031B 0ADF
0181 0877
0361 0DBA
0622 1C0F
0188 0480
1C7A 0535
05D9 158A
0026 00C2
01E3 073E
0492 0306
0D7A 0410
0E46 0129
0932 22E3
112A 073D
1B62 01E3
097B 1CB4
1BA4 39DB
1CF4 02B9
0564 02F2
1D86 1544
1DF6 274D
0C7B 091A
02D2 0560
17B2 2811
0821 0171
0803 0129
0E5E 1FD1
19A5 1D14
0EC8 0A6F
0C9C 0534
04D7 0205
6204 0DD7
0F61 1215
095C 1D10
0CC5 140D
28AC 042D
0111 07BA
00D4 0C5E
09CB 1E80
0442 0396
1311 0688
0A54 0C6F
0B76 0540
0F09 024C
0944 1066
2EEF 136E
0657 0AA6
047C 57AC
0DEE 056B
058A 10A0
01FE 22EC
1075 0113
1555 07EC
0019 08EF
0039 1433
18FC 19D3
11B5 1640
067F 075B
0135 24D9
1622 1CE5
27BC 0453
0160 1793
0158 010C
00B8 113A
02C1 20AD
010A 18D0
0CEE 0F30
07AC 04A4
1796 06EC
0BDC 13DC
0804 0FDD
0531 152C
4013 00D7
2328 0076
0D3A 0BA0
243D 325D
17A5 0E3E
06D4 0262
0AA9 03ED
0889 0AFF
03EF 1302
1600 2E47
06D2 31F9
0229 0064
1957 16DF
05E5 1301
07B4 033E
022D 073C
182F 00A3
105D 0102
0087 201A
0071 0C59
0346 2CEF
195D 03F5
190D 1EE1
03BF 0160
0D56 0345
00FF 0200
0BD3 1758
0168 0773
43AE 0EB8
00DB 04CF
0066 06AF
0912 046A
0793 0790
0600 0971
000F 1EAC
209D 20CB
1138 0083
00A0 19B2
01EC 1546
165A 07BC
0776 03B0
05CE 01D2
0E4D 049E
078F 0973
29BF 25A7
1423 00A2
0FE0 2769
11A3 0FA4
0462 1960
0108 0652
1F71 0BC5
0920 02EE
0C5C 0293
1849 13DC
1A68 26D9
0733 0F6F
1FAC 0B1C
28FC 222A
0127 375B
12C4 4A78
1E2F 12C2
08D6 0712
15DB 01FF
0721 08A6
126A 0947
3111 0F02
005A 0513
0364 1087
167F 2A45
2217 05F8
165D 0105
1070 54F3
1E62 761C
5AFA 0672
03EA 2206
0788 021B
04EC 0CE8
1052 05AB
034C 03FC
030C 1544
0323 08D5
37AC 0B8D
003A 0CF1
0BC8 0125
2BF7 19C4
3836 3D2F
0B47 0104
00D6 0046
0393 0052
1E41 0B95
05B4 00B1
065B 0A8E
0933 1FEF
0430 1373
147D 14BE
0682 3075
5B2C 1DF0
0B5C 1666
039D 169E
0AA9 2DE4
1A91 16D8
189A 01D6
0169 0FA4
412F 09F4
03F9 0559
237E 0869
0EF7 6BDE
01F7 20FF
0182 3172
1049 0666
0C6A 3D12
00BE 2093
034B 01B0
1A11 2AC0
15B3 1137
4970 04C0
026B 02D1
22C8 103D
0B79 016F
1233 022D
02CD 20FE
1E94 0BF7
163B 0870
1D68 0F00
0D3E 05B7
0036 0A10
00E7 045D
034C 2856
07BA 080E
007A 1D70
0AF7 02E8
04E6 0B1D
0B2C 06B6
1A33 0E21
0243 0B03
04A8 0DB9
0D6F 0AD0
06AB 0DA4
0655 073C
0019 23ED
08E3 024F
18CA 186B
004D 06FA
0769 0415
0279 1015
02DA 127C
1A6D 050B
02EE 192F
13BA 061C
45AA 2452
0D99 1D83
1B64 0FDD
09A9 0306
2BD0 0121
23C1 2393
2D06 0102
0C20 1DF0
08E9 0F8D
09C3 043B
145D 19EA
4C9E 0493
01EB 19ED
060A 40C6
0DA1 7577
12E0 43F9
056F 0356
188F 0708
1914 15BB
177D 0D45
035D 0AA5
0BDB 0E2E
1284 0C68
0E1D 0431
0757 29B5
1DE9 05FF
0457 60A8
1ED5 0E47
0905 1F1C
0B4A 0883
00C6 1C66
07FF 0EB8
03EF 1315
263B 0530
05A2 016A
0751 2C13
325F 5179
158D 0E01
0D72 25B4
0229 0152
21C3 09DE
3F44 179D
06E2 1C3C
08E6 058D
31A5 021F
215D 0E34
064B 0F65
0E6C 0183
1A88 2761
0E08 0447
060F 115A
006B 288A
01FE 0089
00A5 19F3
10F9 0CCF
0E32 0459
0D79 0322
0A97 109A
0903 0E38
0FAF 00A7
2C11 0BA0
11BD 2E8D
082A 0928
0C8F 2020
0CEE 1AD2
030D 128C
0FF8 1229
0859 0FCB
1010 0AD1
0B49 04AF
0C95 0E09
022C 3362
1F5E 0F9B
0E89 0978
18A1 04AC
0069 00C0
1B11 09C0
1337 01AC
26B3 0440
0832 08E7
1897 070F
21F9 0674
2389 0925
0DD8 176C
0A63 2B12
0FE7 02DB
13E1 1150
04B1 01BB
010B 01D1
0F44 1277
11DE 029F
0A74 1F8E
0A67 528C
08B8 0A0A
060B 0C3B
06D7 1096
03D5 0052
19FB 4872
1EB9 0606
07AF 0787
0601 09E1
0C61 070C
0BD3 0D97
1124 1FCE
0076 2BEC
1162 1DBB
001E 0F98
1185 1014
019D 0FBE
1E84 0A0C
023C 09A6
1EE9 0F07
045D 02F4
23C5 2DFF
03CE 0BE0
114A 09DF
0324 007C
10BC 01C4
0466 0A24
02B8 0425
0CC4 13FA
1DDC 049B
0370 028D
499F 0185
2927 2DF4
10E1 1518
0AEA 0369
1FA5 011C
0CAE 2E6B
09FA 0604
29B7 022B
07D5 1454
0373 0076
276E 1A36
012E 26AA
178D 0055
02A2 0B70
0C25 00A8
146E 09CA
0EF4 0700
0ED7 05B5
284F 1034
1B89 04BD
1197 0E4C
02F8 5904
2885 060E
5638 00FC
0D87 0563
09F9 572E
121D 0897
2745 021E
0758 6CF1
0277 0B43
0909 14A9
0310 071E
0321 01B3
1228 01AD
11FA 171F
0353 0E9E
0ABC 028B
0032 1F13
0F96 006F
1C64 0AE4
01B7 0390
0775 0CB4
0A8C 25B5
01AC 1648
04DA 0188
0F8E 3627
17B6 0C2A
0409 0690
060C 0139
0D3D 23A6
09C6 02B4
0602 19BE
233F 03EC
048A 27B6
403F 0C69
269D 072E
04FD 3441
03D1 2DD4
1280 0DE9
0F78 216A
051A 1672
02AA 08F9
163C 0A59
1A65 08FB
1B5A 0066
00D9 0C3F
064F 1239
1838 2232
0E70 0E6A
03F0 0E07
05C0 34A5
06CA 2114
2F1A 17E3
159C 0F36
061E 1CD5
0933 2963
10A2 01E9
206B 02BC
2276 1573
17BA 0290
174B 15FE
00AC 2BA9
1988 051C
193D 056D
1161 0390
00E7 136D
19A3 73AD
0F26 1BB3
08E4 2FCE
0FCC 0648
01A7 184A
0DDC 1BC8
0B9F 0283
1DD8 120E
08FC 1CBB
0053 16B2
3C41 281A
1643 0006
07FE 1694
055B 2F64
040B 00BD
07C8 0507
09EA 0231
1C53 25E4
07A6 01E2
07A4 0B6E
0DF7 056C
0610 115D
13CF 22FA
149B 00B5
19E7 284E
1DDD 0552
170A 296D
1CA4 07CD
1E87 2015
1CF0 3961
1EFC 0571
0BF2 1C8B
2E96 05FA
0D49 042A
0183 0187
2892 053C
2075 004F
0479 0229
26DE 1F47
006D 0FF4
166F 11F6
2356 1905
431B 135D
127F 02A5
0154 0BB7
0B18 0871
08D5 0676
1100 102E
14E5 0C0A
0338 472A
0D69 1931
0EAD 095C
0744 16BD
03F2 2549
02BB 0AF0
0438 0C7C
045D 057E
01A2 0464
072D 259A
0041 4812
0442 1597
1453 0913
077C 433A
190A 0780
08D0 09C4
0B56 3247
0CE0 00CF
06DB 067E
0830 2E68
1422 0148
02D3 0C81
1497 03A3
06F5 0040
1DA3 0A24
0F1F 01C5
29B8 0630
1B9B 186D
10A8 06EA
15A7 0113
11FD 0153
29F3 2439
37A3 09DE
220D 0B3B
0D7E 1437
026A 0720
0DCC 3AF0
0697 0962
0D2E 0957
0EDC 0773
1754 1266
0160 1679
0603 0B23
0095 1840
0600 00FB
08B2 02AA
0C58 0207
098C 1EDE
1014 342C
1637 0252
0148 0F81
12BE 2420
1354 3D38
07EB 0BB0
17DC 1857
02C4 0D11
0967 09FC
21BC 04B1
0171 2445
1281 0649
006C 0879
029B 026A
0A1C 165D
098C 2472
0F1F 00D5
09B2 68BB
03EC 0C8F
0BCE 0D3B
15C3 020C
068C 06C0
10C4 0FA2
0277 0325
02DD 2C1D
03D6 01DB
0E4A 0627
083F 008B
06C9 01F2
0BD2 0611
036A 0377
00D7 0409
0F35 04C3
108F 0379
0056 0B5B
03D6 364C
01D2 0216
4EF6 064C
236E 1873
2037 09A2
1247 1E33
0282 350D
05A3 1980
0886 0572
07F8 14E2
03B4 061C
2360 0D33
0F99 1E2B
1672 16BA
0126 0711
03FB 036F
028E 03B2
13AA 0185
4C55 010E
020D 0183
1490 0430
00FF 096A
0659 0BBA
016E 239A
0757 15CC
029D 0296
04DE 0801
0B1F 09DC
0AF3 2CB7
0027 07D7
283B 07EE
0040 1D89
0C80 0E6B
3073 0FBD
0193 2504
07C7 085C
01C7 02D9
1EE6 06A1
1E29 3BAF
05E1 14DB
5C6F 1F74
0E9D 0E6B
22D2 0CC0
389C 2B87
2E43 13A5
074F 0A09
3863 0A68
0CCB 064A
00F8 0363
1ECB 05F1
06D2 038D
0B39 13B0
07C2 1B40
0481 0BEA
33FF 13C0
0612 0238
0AA2 079F
03CF 08C7
044A 035C
0184 00CF
3801 0FF0
0BD9 081E
05AB 0575
3BFF 28A2
06E7 0165
1425 4BA5
0394 1266
1596 05A3
0D57 0E21
1FDF 0429
1BD8 07A8
1904 0030
3CAF 218D
0623 1CDD
0054 007E
059E 3C30
0F49 01B5
0B1A 1C98
00F5 0829
156C 02F7
0CCF 03D3
200D 04E0
00D0 0F98
13AB 1773
0781 0537
0B48 1559
1911 1BDC
3213 2A10
02DF 03DC
0F86 0949
0275 0C3A
0235 11AF
0D21 0361
01D1 0E88
1C27 18C3
25A5 1323
05DC 2776
0455 0A0C
0E6D 0CB6
199D 1266
1B37 28EC
0EBD 0AF8
0FD1 07CD
0EA5 1211
1310 1461
0E15 0344
00C2 0400
1A2B 053D
00F5 2033
10B4 0418
1D66 1C7C
24FC 1D10
198C 216E
04F0 02B4
0A82 1CD7
04F2 2A63
2F45 0AB6
05A5 08B3
0027 115F
0164 0768
0020 18D2
0928 074D
0A0F 0AB2
02DB 14EC
1253 29D1
0BDE 0A54
0F3D 0B54
0210 01A2
0B1E 0C3A
01B5 1DB6
0057 03F5
000D 0A3D
1E71 0D06
019A 10CE
0563 066D
09B4 0694
02C6 1A15
0040 1DEA
13E5 00E6
16F0 1DDF
0383 070D
2665 0D5B
23E3 0039
0FA8 0BEA
0038 2638
1F5C 00F0
10F9 46C3
1349 21CA
1FA7 0846
34D6 3096
04E2 0E00
15B5 2A11
20C2 1195
04A5 290E
04C1 093F
1CD3 0FB8
0AE2 1DD8
0AB2 03A2
0199 0817
0103 04ED
226D 1007
115A 0BA4
0122 20F0
05DB 142B
0C59 1438
0C39 0BE3
171D 42CC
0704 0718
18DD 13DC
034F 0C30
3475 26EA
0C22 4A8C
0ED9 00CB
4A8A 1B52
072F 1504
077C 21A9
0646 16E6
1251 0D7B
008D 1376
01C6 014F
0C1E 2328
032B 013D
00FA 06B6
069D 15AB
0090 1485
01AE 03DB
0326 0047
0A2E 03C2
0B47 0BAF
182E 1EAF
2A91 03E5
0146 058A
12C2 03C7
0847 0BBC
1300 3698
2779 0535
016A 1E4B
3189 0414
2227 02AE
18CB 3805
05BF 08DF
2F6F 0A5A
0085 4DF2
0083 10D4
111D 13DD
0584 24CD
00A8 0E3C
0439 10AD
31DB 06EA
18CC 0F06
0842 0118
0094 23F6
146F 0F18
0436 0006
0DDA 030A
08D2 0514
19BA 0817
0A28 0136
0BD0 141D
02AD 03D1
0C26 0967
0928 0292
0127 0141
010A 028B
1047 0A48
0AD9 02FD
0BC7 0073
0F27 1048
0C36 3218
262C 0F0C
1423 06ED
1DD2 01BA
0496 08C4
177F 1B5C
035B 0A01
1E72 0052
0294 4CBB
3BDC 05D6
00AA 026D
0344 05C2
1D60 0AFD
0D74 028F
09D1 1115
3689 202F
06D2 0181
084F 0200
090C 0EE9
01C8 2C96
0557 0DF7
0568 1947
1231 078C
2CAC 16D3
01F7 0D63
131B 01C3
0235 2F21
036C 0AEF
011F 2651
0B4A 19F9
13C7 1CA7
0D3A 0A25
0AC3 304B
252D 09F1
0B2A 114A
000E 1206
0CDC 0EFD
0DC4 0CA4
1A4C 01DE
14B9 0645
1929 08C8
0730 0360
01BC 1E7D
33BF 1CBD
12E2 186F
2385 0992
0535 0838
42D7 005D
14DE 046A
1AFE 068A
04F6 0170
1234 0A8D
2667 1980
00D0 217C
0025 2D42
23E4 0FB1
146F 11CA
1B71 074C
0A71 226C
1CFA 09D8
07F2 118E
0CF5 0183
02D7 0160
08B4 02FD
1804 0310
16C2 04BF
0C70 08AA
1412 14E0
024F 256A
06FF 12E9
0974 1C41
09D4 037D
034E 0046
174D 0145
03A6 1A88
039B 0F17
14FE 06C5
07F2 3CE4
2624 1C1D
013D 0949
0B93 1478
0069 0EB5
139C 4D86
090A 04EF
1452 00EE
0119 2DAE
009B 0C97
0148 331A
28A7 1186
19A9 001A
02F1 02FE
1285 0FA2
322E 137C
0013 1BCC
0007 0AD2
0832 0342
02B9 0F08
0820 11F6
0E92 14BD
016C 027C
104F 18B8
0CCF 1C9A
14C9 31C3
07B8 04C9
04E2 2036
3383 0014
0F96 0375
081D 238B
10AD 0705
022D 05CF
0990 1E97
0DC6 0DE8
0497 0B46
025B 0137
131F 0C77
0200 07AC
00B9 075E
0187 0702
44C9 0795
21F4 02FF
0816 011A
078D 0173
42DA 05E0
2688 02CA
007B 0883
00BE 143A
56E7 1071
064A 1A8E
0FB5 0092
2F49 142A
074F 0666
27A2 2198
24C0 253A
03BD 0642
0D38 18F7
244E 04C8
03B1 09A5
012E 15B8
0C1B 08A7
24EE 082D
069D 1D89
0118 060F
24A5 0478
0481 13AD
0A2F 1AD2
0E98 0243
